brand,sub_brand,model_no,l_des,s_des,p_weight,p_len,p_width,p_height,weight,len,width,height,mrp,colour,warranty,url,a_1,a_2,a_3,a_4,a_5,a_6,img1,img2,img3
HP,HP Pavilion Gaming,15-dk0269tx,"Sacrifice nothing with the thin and powerful HP Pavilion Gaming Laptop. Experience high-grade graphics and processing power for gaming and multitasking, plus improved thermal cooling for overall performance and stability. Immerse yourself in the game with a narrow bezel display and custom-tuned audio.",HP Pavilion Gaming - 15-dk0269tx,1.27,36,2.34,25.6,1.27,36,2.34,25.6,72129,Black,12,https://store.hp.com/in-en/default/hp-pavilion-gaming-15-dk0269tx-1n1f8pa.html,"Intel Core i5-9300H (2.4 GHz base frequency, up to 4.1 GHz with Intel‘ Turbo Boost Technology, 8 MB L3 cache, 4 cores)",8 GB DDR4-2666 SDRAM (1 x 8 GB),For multiplayers and multitaskers,NVIDIA‘ GeForce‘ GTX 1650 Graphics_(4 GB GDDR5 dedicated),1 TB 7200 rpm SATA,"1 USB 3.1 Gen 2 Type-C_ (10 Gb/s signaling rate, Power Delivery 3.0, DisplayPort_ 1.4, HP Sleep and Charge); 1 USB 3.1 Gen 1 Type-A (HP Sleep and Charge); 2 USB 3.1 Gen 1 Type-A (Data Transfer Only); 1 HDMI; 1 AC smart pin; 1 RJ-45; 1 headphone/microphone combo",https://drive.google.com/uc?export=view&id=1vhim2EePPIm5lILlRa8NGIJjt2jmbLf_,https://drive.google.com/uc?export=view&id=1Yfud6PfA1aPtxNqqWcPCufLV5a0JCWXM,https://drive.google.com/uc?export=view&id=1rPKsI4sHmPuqJltb0wDr5EdrGJXc3b2c
HP,HP Pavilion Gaming,15-cs1000TX,"8th Gen Intel Core i5-8650U/8GB/1TB HDD/2GB 130MX GFX Graphics/Windows 10/MSO/FHD, 39.62 cm (15.6 inch)",HP 15-cs1000TX Pavilion Laptop,1.85,36.16,1.79,24.16,1.85,36.16,1.79,24.16,59999,Black,12,https://support.hp.com/in-en/document/c06126259,8th Gen Intel Core i5 Processor,NVIDIA GeForce MX130 Graphics,Windows 10 Home Operating System,"8 GB RAM, 1 TB HDD",Screen Resolution,Enhance your efficiency with Multi-Task windows,https://drive.google.com/uc?export=view&id=1xdauIBl2967e_t0xNMUsqO-d55Z0z0Ss,https://drive.google.com/uc?export=view&id=1XWOVRoTgAr3PlzG40vC_948YTUPh-gKj,https://drive.google.com/uc?export=view&id=1HI9rDirIQGoj7MTuwsrWIH33tGRYnpIF
HP,HP 14s,cs3009TU,"10th Gen Intel Core i5-1035G1 processor(1.0 GHz base frequency, up to 3.60 GHz with Intel Turbo Boost Technology, 6 MB cache, 4 cores), Memory & Storage: 8GB DDR4 ","HP 14 10th Gen Intel Core i5 Processor 14-inch Laptop (i5-1035G1/8GB/1TB HDD + 256GB SSD/Win 10 Home/MS Office/Natural Silver ),14s cs3009TU",1.47,32.4,1.99,22.59,1.47,32.4,1.99,22.59,"58,990",Black,12,https://support.hp.com/in-en/document/c06126259,Display: 14-inch HD (1366x768) display,Storage: 1TB 5400 rpm HDD + 256GB SSD,"Pre-installed Software: Microsoft Office Home & Student 2019 |In the box: Laptop with included battery, charger","Ports and CD drive: 2 USB 3.0, 1 USB 3.1 Type C, 1 HDMI, 1 Audio-output | Without CD-Drive",1920 x 1080 - FHD,1 SuperSpeed USB Type-Cë 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 1.4b; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo,https://drive.google.com/uc?export=view&id=1dTHIvkHKuAFBLGt9fI_CRx_suLNtCXQJ,https://drive.google.com/uc?export=view&id=1GZ9mePdDTCkk2I6YEJUrAGdBFkIyDleR,https://drive.google.com/uc?export=view&id=1i6CBHFCk8raLL9DRRiaMSoIyu15aeQ2W
HP,HP Essentials,15s-du2040tu,Powerful enough for your busiest days _ this PC features an Intelë Core_ processor. Designed for all-day productivity with long-lasting battery life and precision touchpad.,HP Laptop - 15s-du2040tu,1.75,35.85,1.99,24.2,1.75,35.85,1.99,24.2,53999,Silver,12,https://store.hp.com/in-en/default/hp-laptop-15s-du2040tu-13s52pa.html,"Intel Core i5-1035G1 (1.0 GHz base frequency, up to 3.6 GHz with Intelë Turbo Boost Technology, 6 MB L3 cache, 4 cores)",8 GB DDR4-2666 SDRAM (1 x 8 GB),Windows 10 Home Single Language 64 Plus,1 TB 5400 rpm SATA,"Sleek, dependable laptop with an expansive screen",1 SuperSpeed USB Type-Cë 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 1.4b; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo,https://drive.google.com/uc?export=view&id=1pb4k7Q3rQqnOVcoCOThGKI8VdF_a6-gv,https://drive.google.com/uc?export=view&id=1Zd5dnGzhDBNzVAvoxXhU_fjzdvLcEsBQ,https://drive.google.com/uc?export=view&id=1BgsBRFNpudHJTD0BbzHh8P5CDD7bOAOa
HP,HP Essentials,14s-er0003tu,"Stay connected to what matters most with long-lasting battery life[1] and a sleek and portable, micro-edge bezel design. Built to keep you productive and entertained from anywhere, the HP 15"" laptop features reliable performance and an expansive display - letting you stream, surf and speed through tasks from sun up to sun down.",HP Laptop - 14s-er0003tu,1.54,35.85,1.99,24.2,1.54,35.85,1.99,24.2,65999,Silver,12,https://store.hp.com/in-en/default/hp-laptop-14s-er0003tu-3c465pa.html,"Intel Core i5-1035G1 (1.0 GHz base frequency, up to 3.6 GHz with Intelë Turbo Boost Technology, 6 MB L3 cache, 4 cores)",8 GB DDR4-2666 SDRAM (1 x 8 GB),256 GB PCIeë NVMe_ M.2 SSD,1 SuperSpeed USB Type-Cë 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 1.4b; 1 AC smart pin; 1 headphone/microphone combo,Intelë UHD Graphics,"Sleek, dependable laptop with an expansive screen",https://drive.google.com/uc?export=view&id=1qPZ4COnjmZ7rl2OlySEfcFzoI9bVtKF9,https://drive.google.com/uc?export=view&id=1gOrn8e9VKM8rO-ABkSgP5LPtCgAuwkkr,https://drive.google.com/uc?export=view&id=1SL-8-CgyEXmRGJySppQLPSN3ZARc5Kr_
HP,HP Essentials,15-da0414tu,"Designed for long-lasting performance, this stylishly designed HP 15"" laptop has a long-lasting battery that keeps you connected, entertained, and productive all day. Speed through tasks, or sit back and socialize _ with an Intelë processor and a rich display. Do it all, all day.",HP Notebook - 15-da0414tu,1.77,37.6,2.25,24.6,1.77,37.6,2.25,24.6,34702,Silver,12,https://store.hp.com/in-en/default/hp-notebook-15-da0414tu-9vh05pa.html,"Intelë Core_ i3-8130U (2.2 GHz base frequency, up to 3.4 GHz with Intelë Turbo Boost Technology, 4 MB cache, 2 cores)",8 GB DDR4-2400 SDRAM (1 x 8 GB),1 TB 5400 rpm SATA,1.0 GHz Quad-core Intel Core i5-1035G1 10th Gen Processor,Windows 10 Home Operating System,1920 x 1080 - FHD Display,https://drive.google.com/uc?export=view&id=1Q0S2KuXdMtkhPrWhezDCt-9ocznqH4Wg,https://drive.google.com/uc?export=view&id=1qqhqd2GHvTdOVUbuVr61D1N0iDV14mY0,https://drive.google.com/uc?export=view&id=1Iow-3IYlYnV72pVMVSExZtD-gLslB_WC
Lenevo,ThinkPad, X1 Extreme Gen 2,"Creators appreciate the lightweight portability and stunning graphics performance from the ThinkPad X1 Extreme Gen 2ês NVIDIAÎ GeForceÎ GTX 1650 GPU. IT admins love the ThinkPad name and all that engenders†robust security and privacy features, trusted reliability, and craftsmanship renowned throughout the world.",ThinkPad X1 Extreme Gen 2,1.71,38.1,10.2,38.1,1.71,38.1,10.2,38.1,"1,92,540",Black,12,https://www.lenovo.com/in/en/laptops/thinkpad/thinkpad-x1/X1-Extreme-Gen-2/p/22TP2TXX1E2,"Intel Core i5-9300H Processor (2.40GHz, up to 4.10GHz with Turbo Boost, 4 Cores, 8MB Cache)",Windows 10 Home 64,Memory 8GB DDR4 2666MHz SoDIMM,"256GB Solid State Drive, M.2 2280, PCIe Gen3x4 NVMe, TLC, Opal","Display 39.62cms (15.6) FHD (1920x1080), LED Backlight, IPS, Anti-glare, 300nits",NVIDIA GeForce GTX1650 4GB GDDR5 128bit,https://drive.google.com/uc?export=view&id=1L3sfpb6gpLmkRvq8in0aFGYOD6F3eHxr,https://drive.google.com/uc?export=view&id=1kcNxhacnU8RD6eVqD-gXPSsCABhWp8MD,https://drive.google.com/uc?export=view&id=1FPRR2GlYpNKGSPIDlqtYtm6LKNYgcHqv
Lenevo,ThinkBook ,ThinkBook  14,"Designed for those on the go, the ThinkBook 14 is only 17.9mm thin so it's easy to slip it into a backpack or under your arm. And with up to 10th Gen. IntelŒ Core_ i7 processing and Windows 10 Pro, this 35.56cms (14) business laptop enables you to tackle any task, anywhere.",ThinkBook 14 35.5cms - Mineral Grey,1.5,38.1,10.2,38.1,1.5,38.1,10.2,38.1,"73,360",Silver,12,https://www.lenovo.com/in/en/laptops/thinkpad/thinkbook-series/Lenovo-ThinkBook-14-IML/p/20RV00BMIH,Intel Core i5-10210U Processor ( 1.60GHz 6MB ),Windows 10 Pro 64,35.56cms (14) FHD_IPS_AG_250N,8.0GB DDR4-2666 DDR4 Onboard 2666MHz,Hard Drive 512GB SSD,"2xUSB 3.1, 1xUSB-C 3.1 Gen 1, 1xUSB-C 3.1 Gen 2, Headphone / microphone combo jack",https://drive.google.com/uc?export=view&id=1I5eE6UL3bKKDgYt9Fy-meE3bNPyGIh6j,https://drive.google.com/uc?export=view&id=1ed046kDbsDqEYG8mmOZlg1l0KdteOD3c,https://drive.google.com/uc?export=view&id=1Iz3Rm3VbR2U7tVRnPbkUguQbZcP8i0Ei
Lenevo,IdeaPad,S340,"The IdeaPad S340 brings your audio experience alive with the theatre-like sound of Dolby Audio_. Youêll also get the most of your display, thanks to its slim top and side bezels and up to FHD resolution. Touchscreen models are also available.",IdeaPad S340 35.56cms - Platinum Grey,1.5,38.1,10.2,38.1,1.5,38.1,10.2,38.1,"59,580",Grey,12,https://www.lenovo.com/in/en/laptops/ideapad/s-series/Lenovo-IdeaPad-S340-14IWL/p/81VV00JGIN,Intel Core i5-1035G1 Processor ( 1.00GHz 6MB ),Display Type 35.56cms (14) FHD IPS Anti-glare,4.0GB DDR4-2666 DDR4 Onboard 2666MHz + 4.0GB DDR4-2666 DDR4 SODIMM 2666MHz,512GB SSD M.2 PCIe NVMe,6-row Backlit English (US),"2xUSB 3.1, 1xUSB 3.1 Type-C, Headphone / microphone combo jack",https://drive.google.com/uc?export=view&id=1PbC9RFQzcY812c1uiPBHBfKLgNAGVksH,https://drive.google.com/uc?export=view&id=1Ig2AP_ooO_l71dGURVerzQAYJdpvT-ZW,https://drive.google.com/uc?export=view&id=15kope-bS2mK-pt9Q7c58igA_Im7-q_c1
Lenevo,IdeaPad,S340,"The IdeaPad S340 brings your audio experience alive with the theatre-like sound of Dolby Audio_. Youêll also get the most of your display, thanks to its slim top and side bezels and up to FHD resolution. Touchscreen models are also available.",IdeaPad S340 35.56cms - Onyx Black,1.5,38.1,10.2,38.1,1.5,38.1,10.2,38.1,"59,580",Black,12,https://www.lenovo.com/in/en/laptops/ideapad/s-series/Lenovo-IdeaPad-S340-14IWL/p/81VV00JGIN,Intel Core i5-1035G1 Processor ( 1.00GHz 6MB ),Display Type 35.56cms (14) FHD IPS Anti-glare,4.0GB DDR4-2666 DDR4 Onboard 2666MHz + 4.0GB DDR4-2666 DDR4 SODIMM 2666MHz,512GB SSD M.2 PCIe NVMe,6-row Backlit English (US),"2xUSB 3.1, 1xUSB 3.1 Type-C, Headphone / microphone combo jack",https://drive.google.com/uc?export=view&id=1VbnvwX2UKnqZjPcFpjQJ__Gv1I2cWUl6,https://drive.google.com/uc?export=view&id=13guFO6XmDj7pRBtvZGRsDlV0UXruM-qV,https://drive.google.com/uc?export=view&id=1zn0LVEk0qbWLvLBUUoBY4HnsrKkPBOy_
Lenevo,IdeaPad,S540,"When youêre on the move, you donêt want to worry about scrambling for an outlet. Thatês why we designed the IdeaPad S540 with up to 12 hours of battery life. If you do need to recharge, it wonêt take long. The S540ês RapidCharge technology gives you 2 hours of use with just a 15-minute charge, and 80 percent capacity in just an hour.",IdeaPad S540 39.6cms - Mineral Grey,1.95,38.1,10.2,38.1,1.95,38.1,10.2,38.1,"65,490",Grey,12,https://www.lenovo.com/in/en/laptops/ideapad/s-series/Lenovo-IdeaPad-S540-15IWL/p/81NG002BIN,ntel Core i5-10210U Processor ( 1.60GHz 6MB ),"Give your data an extra level of protection with an optional fingerprint reader, allowing only approved users to log in.",Memory 4.0GB PC4-19200 DDR4 SODIMM 2400MHz + 4.0GB DDR4-2400 DDR4 Onboard 2400MHz,Hard Drive 1TB 5400 +256GB SSD M.2,NVIDIA GeForce MX250 2GB,"2xUSB 3.1, 1xUSB 3.1 Type-C, Headphone / microphone combo jack",https://drive.google.com/uc?export=view&id=1cybzZU-1l4us6Vuv6J6Tze0XbG9ZV7M7,https://drive.google.com/uc?export=view&id=1PwtQppnaq5qvm3HbfKl6F_b-oDCCd9qy,https://drive.google.com/uc?export=view&id=1HWQ1xyT__z3WWofQtt_WNmNFVhyKr55-
Lenevo,Legion,Y540,"Packed with incredible performance typically only available from desktops, 9th_Gen IntelŒ_Core__laptop processors deliver desktop-caliber gaming that you can take anywhere. With up to 4.5GHz Turbo, 6 cores, and 12 threads, Legion laptops powered by these processors have enough power to handle demanding AAA games.",Legion Y540 39.62cms - Raven Black,2.3,38.1,10.2,38.1,2.3,38.1,10.2,38.1,"71,340",Black,12,https://www.lenovo.com/in/en/laptops/legion-laptops/legion-y-series/Lenovo-Legion-Y540-15/p/81SY002PIN,"9th Generation IntelŒ Core_ i5-9300H Processor (2.40 GHz, up to 4.10 GHz with Turbo Boost, 4 Cores, 8 Threads, 8 MB Cache)",Display Type 39.62cms (15.6) FHD IPS Anti-glare,Hard Drive 128GB SSD PCIe+1TB 7200 rpm,Memory 8GB,NVIDIA GeForce GTX 1650 4GB GDDR5,"1xUSB 3.1, 2xUSB 3.1, 1xUSB 3.1 Type-C, Headphone / microphone combo jack",https://drive.google.com/uc?export=view&id=198TCcbk4QPRB93t1Y0tN4lcGwBloe0Dl,https://drive.google.com/uc?export=view&id=1eYtn6x4-Nsd3caGhKnIdd35QK8JQWini,https://drive.google.com/uc?export=view&id=1L4ey6Uc_DvDMXljDwov347ubrwqbX-k-
Lenevo,Legion,Y740,"NVIDIA GeForce RTX__20 Series graphics deliver the ultimate laptop gaming experience, with their Max-Q design enabling the worldês thinnest, fastest, and quietist gaming laptops. Powered by the revolutionary NVIDIA Turing__GPU architecture, these powerful rigs fuse real-time ray tracing, artificial intelligence, and programmable shading to bring you a graphics experience unlike any other.",Legion Y740 Gaming 39.6 cms,2.3,38.1,10.2,38.1,2.3,38.1,10.2,38.1,"1,25,270",Black,12,https://www.lenovo.com/in/en/laptops/legion-laptops/legion-y-series/Lenovo-Legion-Y740-15/p/81UF001FIN,"9th Generation IntelŒ Core_ i7-9750H Processor (2.60 GHz, up to 4.50 GHz with Turbo Boost, 6 Cores, 12 Threads, 12 MB Cache)",Display Type 39.62cms (15.6) FHD AntiGlare 1920x1080,Memory 8 GB,Hard Drive 1TB SSD PCIe,NVIDIAŒ GEFORCEŒ GTX 1660 Ti (6GB),"USB 3.1, HDMI, headphone / microphone combo jack, Ethernet",https://drive.google.com/uc?export=view&id=1ZLbKooGasQx60P0p15pFMLPXC0egEY_x,https://drive.google.com/uc?export=view&id=1I0vuayFhfVG87bwOro-tbICTdelGrIvF,https://drive.google.com/uc?export=view&id=1Gmll2i_t13pzIvvgcge9khwW7KMmt5Iu
Lenevo,ThinkPad,T490,"ThinkPad T490 does practically everything but take the patientês temperature! Itês engineered with an antimicrobial surface and includes a program that enables quick sanitizing without shutting down. Rigorous testing confirms that this device will easily withstand the 10,000 expected wipe-downs likely to occur during the course of its lifecycle.",ThinkPad T490 35.5cms - Black,1.46,38.1,10.2,38.1,1.46,38.1,10.2,38.1,"1,04,990",Black,12,https://www.lenovo.com/in/en/laptops/thinkpad/thinkpad-t-series/T490/p/20RYS02G00,Intel Core i7-10510U,Display Type 35.56cms (14) FHD IPS AG,Memory 8GB,Hard Drive 512GB SSD,Integrated Graphics,"USB 3.1, HDMI, headphone / microphone combo jack",https://drive.google.com/uc?export=view&id=1c2403RdCmvQMtJcjMpVt1K-CR7E6i3M0,https://drive.google.com/uc?export=view&id=188B-Pld_j4Rt5Oe5xmldXA2xbP13ajTu,https://drive.google.com/uc?export=view&id=1QicRvEbP9EuTNIO3d_WSChUC4H16U9Jn
Lenevo,ThinkBook ,ThinkBook  15,"Equipped with up to 10th Gen Intelå Coreé processing and Windows 10 Pro, the ThinkBook 15 gives you seamless high performance and responsiveness‹wherever you are. Just 18.9mm thin, this stylish business laptop boasts a modern mineral grey finish.",ThinkBook 15-IIL,1.46,38.1,10.2,38.1,1.46,38.1,10.2,38.1,"53,903",Grey,12,https://www.lenovo.com/in/en/laptops/thinkpad/thinkbook-series/Lenovo-ThinkBook-15-IML/p/XXTBXTM8001,"Intel Core i3-1005G1 Processor (1.20GHz, up to 3.40GHz with Turbo Boost, 2 Cores, 4MB Cache)",Memory 4GB DDR4 3200MHz SoDIMM,"500GB Hard Drive, 7200RPM, 2.5"", 7mm","Display type 39.62cms (15.6) FHD (1920x1080), TN, 220nits, Anti-glare, No touch",AMD Radeon 630 2GB GDDR5 64bits,720p HD Camera with Array Microphone,https://drive.google.com/uc?export=view&id=1SiddPnJaTfCIbTNuLFldRr9TNcduceKW,https://drive.google.com/uc?export=view&id=1szkekLvh3Xxtg0bGwOdhNl4xbrZ0sUBU,https://drive.google.com/uc?export=view&id=1mPMf4GS6cKB0T8I7J7yQNEnOYDRgYYcY
HP,Pen Drive,32 GB V237W,"The HP 32 GB V237W Pen Drive allows you to backup, share, and transfer your data and multimedia content conveniently. In addition, its compact size lets you carry it around with ease. It also has a durable metal charming appearance which brings a great sense of style. It is temperature proof, shock-proof and vibration-proof as well.",HP 32 GB V237W Pen Drive,,,,,,,,,499,Silver,24,https://store.hp.com/in-en/default/,Electronic plating after printing technic (anti-fake),"Lidless, compact design with integrated clip design","Temperature-proof, shock-proof & vibration-proof","14 MB/s Read Speed, 4 MB/s Write Speed",Interface USB 2.0,,https://drive.google.com/uc?export=view&id=1yOJNWOW-ghc8HY5j3TRsDLC56XeP8atk,https://drive.google.com/uc?export=view&id=1tiBCASvVDhP4SbSQErmMXcbz3-zTEex1,https://drive.google.com/uc?export=view&id=1y-ToFyOQyopRyMhoGHJ18zXX0RAYiIlg
HP,Pen Drive,64 GB V237W,"The HP 64 GB V237W Pen Drive allows you to backup, share, and transfer your data and multimedia content conveniently. In addition, its compact size lets you carry it around with ease. It also has a durable metal charming appearance which brings a great sense of style. It is temperature proof, shock-proof and vibration-proof as well.",HP 64 GB V237W Pen Drive,,,,,,,,,899,Silver,24,https://store.hp.com/in-en/default/,Electronic plating after printing technic (anti-fake),"Lidless, compact design with integrated clip design","Temperature-proof, shock-proof & vibration-proof","14 MB/s Read Speed, 4 MB/s Write Speed",Interface USB 2.0,,https://drive.google.com/uc?export=view&id=1mgJeJaPapQ-DGpbEGdDSY0i_Kb3BR1-W,https://drive.google.com/uc?export=view&id=1ajkOOCxe3MX_ybcnv7NBEHgLZMx7S9Nu,https://drive.google.com/uc?export=view&id=1u2sQ3y4h78SyRGSjHcbyZS5IHuaxRRkJ
HP,Pen Drive,64 GB V301W,"This stylish looking portable and lightweight pen drive can easily fit into a pocket or handbag. At a fast transfer speed of up to 4 MB per seconds, this pen drive lets you approximately transfer up to 2000 high-quality photos, 4000 MP3 songs, 160 minutes of 1080p videos and 16GB of office files. With a type A connector, this pen drive is compatible with USB 3.0 interface.",HP 64 GB V301W Pen Drive,,,,,,,,,999,Grey,24,https://store.hp.com/in-en/default/,"64 GB Storage, USB 2.0 Interface","4 Mbps Read Speed, Metal case","Easily Look Files, Plug and Play",14 Mbps Write Speed,Read Speed 4 MB/sec,,https://drive.google.com/uc?export=view&id=1rB67B6MjWvHyLfQC88L0YyNPamzPmy8Y,https://drive.google.com/uc?export=view&id=1jZJfdeV75lUaht9uzxeypf-165rQdEOl,https://drive.google.com/uc?export=view&id=1rB67B6MjWvHyLfQC88L0YyNPamzPmy8Y
HP,Pen Drive,64 GB X740W,"The HP X740W USB 3.0 Pen Drive offers ample data storage space for your multimedia files. Sleek and compact in design, this 64 GB pen drive can be carried around with ease. Featuring a cap-less design with metal housing, this Flash Drive offers intelligent storage in a sleek and a stylish design._",HP X740W USB 3.0 Pen Drive,,,,,,,,,"1,099",Grey,24,https://store.hp.com/in-en/default/,Cap-less design with metal housing,Up to 75 MB/sec read speed,Up to 30 MB/sec write speed,USB 3.0 Interface,,,https://drive.google.com/uc?export=view&id=1NnL6CIYFjZbFb6DBFqTo7usromiPXYBE,https://drive.google.com/uc?export=view&id=1aXggZ5OTAaUDCqaApl8g5iA3aV722tjf,
HP,Wired Mouse,X1000,"HP Mouse X1000 effortlessly blends sleek, modern design with life-enhancing, advanced features. USB wired mouse (1000 CPI max), 3 buttons. Strict quality control.",HP X1000 Wired Mouse,54.4 g,10,6,4,54.4 g,10,6,4,329,Black,12,https://store.hp.com/in-en/default/,3 buttons improve productivity,Optical sensor works on most surfaces,The sleek and modern HP Mouse X1000 adds an instant touch of trend-setting style to any work space,Glossy black and metallic gray shine with sophistication,"Included Components HP X1000 Mouse, Documentation, Warranty card",Connector Type (usb)|interface,https://drive.google.com/uc?export=view&id=1SbpTtDLmkpYo21pTlL7V0qp4xrPKUIOQ,https://drive.google.com/uc?export=view&id=1fI8MfcCpwmjH9jfj11_nPHj7UtdAzf1E,
HP,Wireless Mouse,200,"This affordable wireless mouse offers you more than a low price. It gives you the freedom to create without wires to tie you down. And our wireless mouse is contoured for either hand, so increasing your productivity is more effortless. Itês never been easier to go wireless for less",HP Wireless Mouse 200,0,3,5,2,0,34,95,59,715,Black,12,https://store.hp.com/in-en/default/hp-wireless-mouse-200-x6w31aa.html,2.4 GHz wireless dongle,2 AAA batteries,A contoured shape designed for all-day comfort in either hand.,Strict HP standards and guidelines ensure long-lasting quality,,,https://drive.google.com/uc?export=view&id=1EezT31n81PhxmE0un3MtJFO-1TJVMedm,https://drive.google.com/uc?export=view&id=1BViq6GHNHeK6C3O8MFkPw5LmI_pHdSUX,https://drive.google.com/uc?export=view&id=1pD9_jdBhErgrtXWM9H83whG_BvMZYrLr
Lenevo,Wireless Mouse,ThinkPad,This sleek and stylish full-size mouse design offers exceptional quality in a modern wireless solution. The compact ambidextrous mouse provides excellent portability and perfect ergonomics. Complete tasks with ease using the precise 1200 DPI optical sensor.,ThinkPad Essential Wireless Mouse,0.06 Kg,61 mm,106 mm,33 mm,0.06 Kg,61 mm,106 mm,33 mm,"1,490",Black,12,https://www.lenovo.com/in/en/accessories-and-monitors/keyboards-and-mice/mice/KB-MICE-BO-ThinkPad-Wireless-Mouse/p/4X30M56887,Connection Type 2.4 GHz Wireless via Nano USB,Ambidextrous design,1200 DPI,1 AA battery,Supported PC with USB port,croll Wheel (up/down/left/right),https://drive.google.com/uc?export=view&id=1e-6AxCmbZXc7VzPu4KfaWvmwfAgkyeLU,https://drive.google.com/uc?export=view&id=1QDPpCy7Yx1W-QERTXfyWvYiScEeLJWFO,https://drive.google.com/uc?export=view&id=1xgTebV2JSJxHLp2i4L4N4XijwHOLvKa-
Lenevo,Wired Mouse,GX30M39704,The Lenovo 300 USB Mouse is perfect for those looking for a mouse that just works. The mouse sports a clean and streamlined design that feels just right in the hand.,Wired Mouse,22.7 g,11,3,6,22.7 g,11,3,6,299,Black,12,https://www.lenovo.com/in/en/accessories-and-monitors/keyboards-and-mice/mice/KB-MICE-BO-ThinkPad-Wireless-Mouse/p/4X30M56887,"A high-resolution, 1600 dpi optical sensor ensures youêll be smoothly gliding from window-to-window",Comfortable use for long hours with great performance,"USB A type connectivity with laptop, desktop or CPU","Great Aesthetics, Usage ideal for office, education sectors, designing, basic gaming etc",Wired mouse with 1600dpi optical sensor,Material: Plastic,https://drive.google.com/uc?export=view&id=13c9VjuatDow0VF1GtmencWQ7wEJICTMB,https://drive.google.com/uc?export=view&id=12r3xDSRrqKk3bGe0Tt0uF9bh9VK-nMLu,https://drive.google.com/uc?export=view&id=1PS4SfYbltJjLn2mpHT0FWGTikOz5b_Jo
Lenevo,Wireless Mouse, N100,"Its plug-and-play wireless feature enables you to move the mouse around conveniently. As it is compatible with both Windows and Mac computers, you don't need to worry about replacing this mouse when using different operating systems. This mouse has a small receiver, which you can conveniently plug into your system's USB port. Moreover, this wireless mouse is ideal for users who mostly work on notebook laptops. Having an anti-slip surface, it offers a firm grip.",Lenovo N100 Wireless Mouse (Black),59 g,10,6,3.5,59 g,10,6,3.5,790,Black,12,https://www.lenovo.com/in/en/accessories-and-monitors/keyboards-and-mice/mice/KB-MICE-BO-ThinkPad-Wireless-Mouse/p/4X30M56887,"Water-drop shape and delicate, anti-slip surface for smooth and comfortable navigation",A steady and reliable connection from mouse to PC,"Small unobtrusive receiver, you can just plug it into a USB port",Type: Wireless mouse,,,https://drive.google.com/uc?export=view&id=1r6QgSFNNeYQYNillbfCnnNkaPttqm2JV,https://drive.google.com/uc?export=view&id=1rhNVs3Dr475khHWYTvLg-jGR0yumbIfi,https://drive.google.com/uc?export=view&id=144YjcVT3wWLdI28sW1ryXqZ-AFS7k1FV
Lenevo,Wired Mouse,M200,"Legion M200 mouse-WW, the Lenovo legion M200 RGB gaming mouse is designed for the beginners and amateur PC gamers, with an ambidextrous comfortable design, it is affordable in price but uncompromised in functionality and performance, Legion M200 features a 5-button design, up to 2400 DPI with 4 levels DPI switch, 7-color circulating-backlight and a braided cable., It is easy-to-use and set-up without any extra complicated software.",Lenovo Gaming Mouse - M200 (GX30P93886),150 g,12,7,4,150 g,12,7,4,"1,399",Black,12,https://www.lenovo.com/in/en/accessories-and-monitors/keyboards-and-mice/mice/KB-MICE-BO-ThinkPad-Wireless-Mouse/p/4X30M56887,"Legion M200 features a 5-button design, up to 2400 DPI with 4 levels DPI switch._",7-color circulating-backlight for the look and feel with the comfort & strength of a braided cable,It is easy-to-use and set-up without any extra complicated software,Series M200-WW,Included Components Mouse and User Guide,,https://drive.google.com/uc?export=view&id=1PJv1fStiKe_Ka4zqX4gC3qsjpwHTMsvN,https://drive.google.com/uc?export=view&id=1_-nPpWVB9iOH3lAmCV6jE-F7vRVlIxC-,https://drive.google.com/uc?export=view&id=11IghLwMb2BxHcw9cFywF6S2J1_jTr2_F
OnePlus,Wireless Earphones,Bullets Wireless Z,"9.2mm dynamic driver and super bass tone fitted in each earbud, you get to experience rich sound and superior tonality every time you press play.",OnePlus Bullets Wireless Z Black,28g,,,,28g,,,,"1,999",Black,12,https://www.oneplus.in/product/oneplus-bullets-wireless-z,10 minutes charge for 10 hours of audio,Battery charge method USB Type-C,Magnetic control,"Whats in the box: Pair of Bullets Wireless Z x 1, User guide x 1, Silicon earbuds x 3, Safety and Warranty card x 1, USB charging cable x 1",Sweat and water-resistant IP55,Bluetooth range Up to 33ft (10m),https://drive.google.com/uc?export=view&id=1eZMh8S8U9qJhdKODRvjzd7K9-jySTp6k,https://drive.google.com/uc?export=view&id=1EmiRVATLjf3msdJYE3_ggPaXMAK3llQu,https://drive.google.com/uc?export=view&id=1Bp7OVnICGyW6I26XctSHu8x-jP0mOV8j
